STD_YM,CTPV_CD,CTGG_CD,DAY_CD,INDTY_CGR_NM,CTPV_NM,CTGG_NM,RANK,VST_RAT
201912,30,30140,1,카페/패스트푸드,대전광역시,중구,2,28.48
201912,30,30140,1,편의점,대전광역시,중구,3,14.37
201912,30,30140,1,한식,대전광역시,중구,1,52.7
201912,30,30140,2,분식,대전광역시,중구,5,1.14
201912,30,30140,2,양식,대전광역시,중구,4,3.22
201912,30,30140,2,카페/패스트푸드,대전광역시,중구,2,33.33
201912,30,30140,2,편의점,대전광역시,중구,3,18.18
201912,30,30140,2,한식,대전광역시,중구,1,43.37
201912,30,30140,3,양식,대전광역시,중구,5,2.78
201912,30,30140,3,중식,대전광역시,중구,4,7.14
201912,30,30140,3,카페/패스트푸드,대전광역시,중구,1,36.9
201912,30,30140,3,편의점,대전광역시,중구,3,17.72
201912,30,30140,3,한식,대전광역시,중구,2,33.33
201912,30,30140,4,양식,대전광역시,중구,4,4.84
201912,30,30140,4,중식,대전광역시,중구,5,4.25
201912,30,30140,4,카페/패스트푸드,대전광역시,중구,1,38.61
201912,30,30140,4,편의점,대전광역시,중구,3,15.47
201912,30,30140,4,한식,대전광역시,중구,2,36.72
201912,30,30140,5,분식,대전광역시,중구,5,2.82
201912,30,30140,5,중식,대전광역시,중구,4,5.9
201912,30,30140,5,카페/패스트푸드,대전광역시,중구,1,37.94
201912,30,30140,5,편의점,대전광역시,중구,3,17.43
201912,30,30140,5,한식,대전광역시,중구,2,33.38
201912,30,30140,6,카페/패스트푸드,대전광역시,중구,1,41.67
201912,30,30140,6,편의점,대전광역시,중구,2,33.33
201912,30,30140,6,한식,대전광역시,중구,3,25
201912,30,30140,7,카페/패스트푸드,대전광역시,중구,2,43.75
201912,30,30140,7,편의점,대전광역시,중구,1,46.88
201912,30,30140,7,한식,대전광역시,중구,3,9.38
201912,30,30170,2,동남아,대전광역시,서구,2,25
201912,30,30170,2,카페/패스트푸드,대전광역시,서구,1,75
201912,30,30170,3,카페/패스트푸드,대전광역시,서구,1,100
201912,30,30170,4,카페/패스트푸드,대전광역시,서구,1,100
201912,30,30200,1,분식,대전광역시,유성구,2,14.42
201912,30,30200,1,중식,대전광역시,유성구,4,1.92
201912,30,30200,1,카페/패스트푸드,대전광역시,유성구,3,4.81
201912,30,30200,1,한식,대전광역시,유성구,1,78.85
201912,30,30200,2,분식,대전광역시,유성구,4,4.81
201912,30,30200,2,중식,대전광역시,유성구,3,5.35
201912,30,30200,2,카페/패스트푸드,대전광역시,유성구,2,21.39
201912,30,30200,2,한식,대전광역시,유성구,1,68.45
201912,30,30200,3,분식,대전광역시,유성구,3,12.21
201912,30,30200,3,중식,대전광역시,유성구,4,7.63
201912,30,30200,3,카페/패스트푸드,대전광역시,유성구,2,15.27
201912,30,30200,3,한식,대전광역시,유성구,1,64.89
201912,30,30200,4,분식,대전광역시,유성구,3,13.23
201912,30,30200,4,중식,대전광역시,유성구,2,16.4
201912,30,30200,4,카페/패스트푸드,대전광역시,유성구,4,12.17
201912,30,30200,4,한식,대전광역시,유성구,1,58.2
201912,30,30200,5,분식,대전광역시,유성구,4,4
201912,30,30200,5,중식,대전광역시,유성구,3,12
201912,30,30200,5,카페/패스트푸드,대전광역시,유성구,2,16.8
201912,30,30200,5,한식,대전광역시,유성구,1,67.2
201912,30,30200,6,분식,대전광역시,유성구,3,11.11
201912,30,30200,6,카페/패스트푸드,대전광역시,유성구,2,44.44
201912,30,30200,6,한식,대전광역시,유성구,1,44.44
201912,30,30200,7,카페/패스트푸드,대전광역시,유성구,2,11.11
201912,30,30200,7,한식,대전광역시,유성구,1,88.89
201912,31,31710,1,카페/패스트푸드,울산광역시,울주군,2,43.75
201912,31,31710,1,한식,울산광역시,울주군,1,56.25
201912,31,31710,2,카페/패스트푸드,울산광역시,울주군,1,57.89
201912,31,31710,2,한식,울산광역시,울주군,2,42.11
201912,31,31710,3,중식,울산광역시,울주군,3,3.85
201912,31,31710,3,카페/패스트푸드,울산광역시,울주군,2,38.46
201912,31,31710,3,한식,울산광역시,울주군,1,57.69
201912,31,31710,4,중식,울산광역시,울주군,2,23.81
201912,31,31710,4,카페/패스트푸드,울산광역시,울주군,1,52.38
201912,31,31710,4,한식,울산광역시,울주군,3,23.81
201912,31,31710,5,중식,울산광역시,울주군,3,8
201912,31,31710,5,카페/패스트푸드,울산광역시,울주군,2,44
201912,31,31710,5,한식,울산광역시,울주군,1,48
201912,31,31710,6,카페/패스트푸드,울산광역시,울주군,1,100
201912,31,31710,7,카페/패스트푸드,울산광역시,울주군,1,100
201912,41,41115,2,분식,경기도,수원시 팔달구,1,100
201912,41,41117,1,양식,경기도,수원시 영통구,2,1.29
201912,41,41117,1,한식,경기도,수원시 영통구,1,98.71
201912,41,41117,2,양식,경기도,수원시 영통구,2,1.05
201912,41,41117,2,한식,경기도,수원시 영통구,1,98.95
201912,41,41117,3,양식,경기도,수원시 영통구,2,0.44
201912,41,41117,3,한식,경기도,수원시 영통구,1,99.56
201912,41,41117,4,양식,경기도,수원시 영통구,2,1.62
201912,41,41117,4,중식,경기도,수원시 영통구,3,1.21
201912,41,41117,4,한식,경기도,수원시 영통구,1,97.17
201912,41,41117,5,양식,경기도,수원시 영통구,2,0.42
201912,41,41117,5,한식,경기도,수원시 영통구,1,99.58
201912,41,41117,6,한식,경기도,수원시 영통구,1,100
201912,41,41117,7,중식,경기도,수원시 영통구,2,31.82
201912,41,41117,7,한식,경기도,수원시 영통구,1,68.18
201912,41,41131,1,양식,경기도,성남시 수정구,3,2.65
201912,41,41131,1,일식,경기도,성남시 수정구,4,1.14
201912,41,41131,1,카페/패스트푸드,경기도,성남시 수정구,2,34.09
201912,41,41131,1,한식,경기도,성남시 수정구,1,62.12
201912,41,41131,2,양식,경기도,성남시 수정구,4,1.32
201912,41,41131,2,일식,경기도,성남시 수정구,3,2.63
201912,41,41131,2,카페/패스트푸드,경기도,성남시 수정구,2,27.19
201912,41,41131,2,한식,경기도,성남시 수정구,1,68.86
201912,41,41131,3,양식,경기도,성남시 수정구,3,2.03
201912,41,41131,3,일식,경기도,성남시 수정구,4,1.52
201912,41,41131,3,카페/패스트푸드,경기도,성남시 수정구,2,36.04
201912,41,41131,3,한식,경기도,성남시 수정구,1,60.41
201912,41,41131,4,분식,경기도,성남시 수정구,5,0.48
201912,41,41131,4,양식,경기도,성남시 수정구,3,6.67
201912,41,41131,4,일식,경기도,성남시 수정구,4,3.81
201912,41,41131,4,카페/패스트푸드,경기도,성남시 수정구,2,30.95
201912,41,41131,4,한식,경기도,성남시 수정구,1,58.1
201912,41,41131,5,양식,경기도,성남시 수정구,4,2.23
201912,41,41131,5,일식,경기도,성남시 수정구,3,3.13
201912,41,41131,5,카페/패스트푸드,경기도,성남시 수정구,2,38.39
201912,41,41131,5,한식,경기도,성남시 수정구,1,56.25
201912,41,41131,6,카페/패스트푸드,경기도,성남시 수정구,2,28.57
201912,41,41131,6,한식,경기도,성남시 수정구,1,71.43
201912,41,41131,7,한식,경기도,성남시 수정구,1,100
201912,41,41133,1,분식,경기도,성남시 중원구,2,8.33
201912,41,41133,1,카페/패스트푸드,경기도,성남시 중원구,3,2.08
201912,41,41133,1,한식,경기도,성남시 중원구,1,89.58
201912,41,41133,2,분식,경기도,성남시 중원구,4,4.17
201912,41,41133,2,중식,경기도,성남시 중원구,2,8.33
201912,41,41133,2,카페/패스트푸드,경기도,성남시 중원구,3,6.25
201912,41,41133,2,한식,경기도,성남시 중원구,1,81.25
201912,41,41133,3,분식,경기도,성남시 중원구,2,9.38
201912,41,41133,3,카페/패스트푸드,경기도,성남시 중원구,3,6.25
201912,41,41133,3,한식,경기도,성남시 중원구,1,84.38
201912,41,41133,4,분식,경기도,성남시 중원구,3,8.33
201912,41,41133,4,중식,경기도,성남시 중원구,2,8.33
201912,41,41133,4,한식,경기도,성남시 중원구,1,83.33
201912,41,41133,5,분식,경기도,성남시 중원구,3,11.9
201912,41,41133,5,중식,경기도,성남시 중원구,2,16.67
201912,41,41133,5,한식,경기도,성남시 중원구,1,71.43
201912,41,41135,1,일식,경기도,성남시 분당구,5,4.72
201912,41,41135,1,중식,경기도,성남시 분당구,4,5.07
201912,41,41135,1,카페/패스트푸드,경기도,성남시 분당구,2,18.47
201912,41,41135,1,편의점,경기도,성남시 분당구,3,5.89
201912,41,41135,1,한식,경기도,성남시 분당구,1,58.17
201912,41,41135,2,일식,경기도,성남시 분당구,5,3.49
201912,41,41135,2,중식,경기도,성남시 분당구,4,5.11
201912,41,41135,2,카페/패스트푸드,경기도,성남시 분당구,2,18.85
201912,41,41135,2,편의점,경기도,성남시 분당구,3,5.35
201912,41,41135,2,한식,경기도,성남시 분당구,1,59.57
201912,41,41135,3,분식,경기도,성남시 분당구,5,3.56
201912,41,41135,3,중식,경기도,성남시 분당구,3,5.69
201912,41,41135,3,카페/패스트푸드,경기도,성남시 분당구,2,19.78
201912,41,41135,3,편의점,경기도,성남시 분당구,4,5.64
201912,41,41135,3,한식,경기도,성남시 분당구,1,57.51
201912,41,41135,4,일식,경기도,성남시 분당구,5,3.75
201912,41,41135,4,중식,경기도,성남시 분당구,4,4.85
201912,41,41135,4,카페/패스트푸드,경기도,성남시 분당구,2,19.8
201912,41,41135,4,편의점,경기도,성남시 분당구,3,6.29
201912,41,41135,4,한식,경기도,성남시 분당구,1,56.49
201912,41,41135,5,일식,경기도,성남시 분당구,4,3.7
201912,41,41135,5,중식,경기도,성남시 분당구,3,5.23
201912,41,41135,5,카페/패스트푸드,경기도,성남시 분당구,2,26.95
201912,41,41135,5,편의점,경기도,성남시 분당구,5,3.69
201912,41,41135,5,한식,경기도,성남시 분당구,1,52.34
201912,41,41135,6,일식,경기도,성남시 분당구,5,1.17
201912,41,41135,6,중식,경기도,성남시 분당구,4,3.13
201912,41,41135,6,카페/패스트푸드,경기도,성남시 분당구,2,24.54
201912,41,41135,6,편의점,경기도,성남시 분당구,3,11.93
201912,41,41135,6,한식,경기도,성남시 분당구,1,57.87
201912,41,41135,7,동남아,경기도,성남시 분당구,5,3.2
201912,41,41135,7,중식,경기도,성남시 분당구,4,6.61
201912,41,41135,7,카페/패스트푸드,경기도,성남시 분당구,3,13.86
201912,41,41135,7,편의점,경기도,성남시 분당구,2,25.8
201912,41,41135,7,한식,경기도,성남시 분당구,1,49.25
201912,41,41171,1,양식,경기도,안양시 만안구,4,1.83
201912,41,41171,1,중식,경기도,안양시 만안구,2,14.62
201912,41,41171,1,카페/패스트푸드,경기도,안양시 만안구,3,12.27
201912,41,41171,1,한식,경기도,안양시 만안구,1,71.28
201912,41,41171,2,양식,경기도,안양시 만안구,4,2.87
201912,41,41171,2,중식,경기도,안양시 만안구,3,10.89
201912,41,41171,2,카페/패스트푸드,경기도,안양시 만안구,2,15.19
201912,41,41171,2,한식,경기도,안양시 만안구,1,71.06
201912,41,41171,3,양식,경기도,안양시 만안구,4,3.83
201912,41,41171,3,중식,경기도,안양시 만안구,3,9.41
201912,41,41171,3,카페/패스트푸드,경기도,안양시 만안구,2,15.33
201912,41,41171,3,한식,경기도,안양시 만안구,1,71.43
201912,41,41171,4,양식,경기도,안양시 만안구,4,3.47
201912,41,41171,4,중식,경기도,안양시 만안구,3,11.67
201912,41,41171,4,카페/패스트푸드,경기도,안양시 만안구,2,20.82
201912,41,41171,4,한식,경기도,안양시 만안구,1,64.04
201912,41,41171,5,양식,경기도,안양시 만안구,4,2.33
201912,41,41171,5,중식,경기도,안양시 만안구,3,10.08
201912,41,41171,5,카페/패스트푸드,경기도,안양시 만안구,2,18.6
201912,41,41171,5,한식,경기도,안양시 만안구,1,68.99
201912,41,41171,6,한식,경기도,안양시 만안구,1,100
201912,41,41171,7,한식,경기도,안양시 만안구,1,100
201912,41,41173,1,일식,경기도,안양시 동안구,3,5.23
201912,41,41173,1,중식,경기도,안양시 동안구,4,4.2
201912,41,41173,1,카페/패스트푸드,경기도,안양시 동안구,5,2.51
201912,41,41173,1,편의점,경기도,안양시 동안구,2,30.51
201912,41,41173,1,한식,경기도,안양시 동안구,1,56.65
201912,41,41173,2,일식,경기도,안양시 동안구,4,3.12
201912,41,41173,2,중식,경기도,안양시 동안구,3,4.81
201912,41,41173,2,카페/패스트푸드,경기도,안양시 동안구,5,2.48
201912,41,41173,2,편의점,경기도,안양시 동안구,2,31.12
201912,41,41173,2,한식,경기도,안양시 동안구,1,57.63
201912,41,41173,3,일식,경기도,안양시 동안구,5,2.59
201912,41,41173,3,중식,경기도,안양시 동안구,3,5.63
201912,41,41173,3,카페/패스트푸드,경기도,안양시 동안구,4,3.61
201912,41,41173,3,편의점,경기도,안양시 동안구,2,30.17
201912,41,41173,3,한식,경기도,안양시 동안구,1,57.69
201912,41,41173,4,일식,경기도,안양시 동안구,5,2
201912,41,41173,4,중식,경기도,안양시 동안구,3,6.51
201912,41,41173,4,카페/패스트푸드,경기도,안양시 동안구,4,2.7
201912,41,41173,4,편의점,경기도,안양시 동안구,2,28.99
201912,41,41173,4,한식,경기도,안양시 동안구,1,58.24
201912,41,41173,5,일식,경기도,안양시 동안구,5,3.07
201912,41,41173,5,중식,경기도,안양시 동안구,3,5.66
201912,41,41173,5,카페/패스트푸드,경기도,안양시 동안구,4,3.78
201912,41,41173,5,편의점,경기도,안양시 동안구,2,27.45
201912,41,41173,5,한식,경기도,안양시 동안구,1,58.79
201912,41,41173,6,양식,경기도,안양시 동안구,4,3.53
201912,41,41173,6,일식,경기도,안양시 동안구,5,2.35
201912,41,41173,6,카페/패스트푸드,경기도,안양시 동안구,3,3.53
201912,41,41173,6,편의점,경기도,안양시 동안구,2,28.24
201912,41,41173,6,한식,경기도,안양시 동안구,1,61.18
201912,41,41173,7,양식,경기도,안양시 동안구,5,1.3
201912,41,41173,7,중식,경기도,안양시 동안구,4,3.9
201912,41,41173,7,카페/패스트푸드,경기도,안양시 동안구,3,6.49
201912,41,41173,7,편의점,경기도,안양시 동안구,2,19.48
201912,41,41173,7,한식,경기도,안양시 동안구,1,68.83
201912,41,41190,1,일식,경기도,부천시,1,52.63
201912,41,41190,1,중식,경기도,부천시,3,5.26
201912,41,41190,1,한식,경기도,부천시,2,42.11
201912,41,41190,2,중식,경기도,부천시,1,65
201912,41,41190,2,한식,경기도,부천시,2,35
201912,41,41190,3,일식,경기도,부천시,2,11.76
201912,41,41190,3,한식,경기도,부천시,1,88.24
201912,41,41190,4,일식,경기도,부천시,1,100
201912,41,41190,5,일식,경기도,부천시,1,53.85
201912,41,41190,5,중식,경기도,부천시,2,46.15
201912,41,41190,7,일식,경기도,부천시,2,50
201912,41,41190,7,카페/패스트푸드,경기도,부천시,1,50
201912,41,41210,1,한식,경기도,광명시,1,100
201912,41,41210,2,한식,경기도,광명시,1,100
201912,41,41210,4,한식,경기도,광명시,1,100
201912,41,41210,5,한식,경기도,광명시,1,100
201912,41,41210,6,한식,경기도,광명시,1,100
201912,41,41220,1,분식,경기도,평택시,5,1.89
201912,41,41220,1,일식,경기도,평택시,4,2.15
201912,41,41220,1,중식,경기도,평택시,3,4.53
201912,41,41220,1,카페/패스트푸드,경기도,평택시,2,17.62
201912,41,41220,1,한식,경기도,평택시,1,73.81
201912,41,41220,2,분식,경기도,평택시,4,2.24
201912,41,41220,2,일식,경기도,평택시,5,1.91
201912,41,41220,2,중식,경기도,평택시,3,4.48
201912,41,41220,2,카페/패스트푸드,경기도,평택시,2,17.91
201912,41,41220,2,한식,경기도,평택시,1,73.46
201912,41,41220,3,분식,경기도,평택시,5,2.31
201912,41,41220,3,일식,경기도,평택시,4,3.53
201912,41,41220,3,중식,경기도,평택시,3,4.99
201912,41,41220,3,카페/패스트푸드,경기도,평택시,2,17.55
201912,41,41220,3,한식,경기도,평택시,1,71.63
201912,41,41220,4,분식,경기도,평택시,5,1.69
201912,41,41220,4,일식,경기도,평택시,4,2.15
201912,41,41220,4,중식,경기도,평택시,3,4.34
201912,41,41220,4,카페/패스트푸드,경기도,평택시,2,17.92
201912,41,41220,4,한식,경기도,평택시,1,73.89
201912,41,41220,5,분식,경기도,평택시,4,2.29
201912,41,41220,5,일식,경기도,평택시,5,1.61
201912,41,41220,5,중식,경기도,평택시,3,5.16
201912,41,41220,5,카페/패스트푸드,경기도,평택시,2,17.32
201912,41,41220,5,한식,경기도,평택시,1,73.63
201912,41,41220,6,분식,경기도,평택시,4,1.77
201912,41,41220,6,일식,경기도,평택시,5,0.72
201912,41,41220,6,중식,경기도,평택시,3,4.86
201912,41,41220,6,카페/패스트푸드,경기도,평택시,2,17.8
201912,41,41220,6,한식,경기도,평택시,1,74.85
201912,41,41220,7,분식,경기도,평택시,4,2.06
201912,41,41220,7,일식,경기도,평택시,5,1.5
201912,41,41220,7,중식,경기도,평택시,3,8.44
201912,41,41220,7,카페/패스트푸드,경기도,평택시,2,40.34
201912,41,41220,7,한식,경기도,평택시,1,47.65
201912,41,41360,1,한식,경기도,남양주시,1,100
201912,41,41360,2,한식,경기도,남양주시,1,100
201912,41,41360,3,한식,경기도,남양주시,1,100
201912,41,41360,4,한식,경기도,남양주시,1,100
201912,41,41360,5,한식,경기도,남양주시,1,100
201912,41,41461,1,카페/패스트푸드,경기도,용인시 처인구,2,0.72
201912,41,41461,1,한식,경기도,용인시 처인구,1,99.28
201912,41,41461,2,카페/패스트푸드,경기도,용인시 처인구,2,1.16
201912,41,41461,2,한식,경기도,용인시 처인구,1,98.84
201912,41,41461,3,카페/패스트푸드,경기도,용인시 처인구,2,1.76
201912,41,41461,3,한식,경기도,용인시 처인구,1,98.24
201912,41,41461,4,카페/패스트푸드,경기도,용인시 처인구,2,1.6
201912,41,41461,4,한식,경기도,용인시 처인구,1,98.4
201912,41,41461,5,카페/패스트푸드,경기도,용인시 처인구,2,1.98
201912,41,41461,5,한식,경기도,용인시 처인구,1,98.02
201912,41,41461,6,카페/패스트푸드,경기도,용인시 처인구,2,0.27
201912,41,41461,6,한식,경기도,용인시 처인구,1,99.73
201912,41,41461,7,카페/패스트푸드,경기도,용인시 처인구,2,9.3
201912,41,41461,7,한식,경기도,용인시 처인구,1,90.7
201912,41,41463,1,중식,경기도,용인시 기흥구,4,1.94
201912,41,41463,1,카페/패스트푸드,경기도,용인시 기흥구,3,12.68
201912,41,41463,1,편의점,경기도,용인시 기흥구,2,20.77
201912,41,41463,1,한식,경기도,용인시 기흥구,1,64.61
201912,41,41463,2,중식,경기도,용인시 기흥구,4,4.13
201912,41,41463,2,카페/패스트푸드,경기도,용인시 기흥구,3,12.07
201912,41,41463,2,편의점,경기도,용인시 기흥구,2,22.2
201912,41,41463,2,한식,경기도,용인시 기흥구,1,61.6
201912,41,41463,3,중식,경기도,용인시 기흥구,4,5.24
201912,41,41463,3,카페/패스트푸드,경기도,용인시 기흥구,3,11.62
201912,41,41463,3,편의점,경기도,용인시 기흥구,2,23.5
201912,41,41463,3,한식,경기도,용인시 기흥구,1,59.64
201912,41,41463,4,중식,경기도,용인시 기흥구,4,4.95
201912,41,41463,4,카페/패스트푸드,경기도,용인시 기흥구,3,11.15
201912,41,41463,4,편의점,경기도,용인시 기흥구,2,22.11
201912,41,41463,4,한식,경기도,용인시 기흥구,1,61.78
201912,41,41463,5,중식,경기도,용인시 기흥구,4,4.57
201912,41,41463,5,카페/패스트푸드,경기도,용인시 기흥구,3,11.86
201912,41,41463,5,편의점,경기도,용인시 기흥구,2,21
201912,41,41463,5,한식,경기도,용인시 기흥구,1,62.57
201912,41,41463,6,중식,경기도,용인시 기흥구,3,12.24
201912,41,41463,6,카페/패스트푸드,경기도,용인시 기흥구,4,7.34
201912,41,41463,6,편의점,경기도,용인시 기흥구,2,30.07
201912,41,41463,6,한식,경기도,용인시 기흥구,1,50.35
201912,41,41463,7,중식,경기도,용인시 기흥구,1,57.14
201912,41,41463,7,편의점,경기도,용인시 기흥구,2,42.86
201912,41,41465,1,카페/패스트푸드,경기도,용인시 수지구,1,96.23
201912,41,41465,1,한식,경기도,용인시 수지구,2,3.77
201912,41,41465,2,카페/패스트푸드,경기도,용인시 수지구,1,89.23
201912,41,41465,2,한식,경기도,용인시 수지구,2,10.77
201912,41,41465,3,분식,경기도,용인시 수지구,3,4.44
201912,41,41465,3,카페/패스트푸드,경기도,용인시 수지구,1,64.44
201912,41,41465,3,한식,경기도,용인시 수지구,2,31.11
201912,41,41465,4,카페/패스트푸드,경기도,용인시 수지구,1,88.37
201912,41,41465,4,한식,경기도,용인시 수지구,2,11.63
201912,41,41465,5,카페/패스트푸드,경기도,용인시 수지구,1,84.62
201912,41,41465,5,한식,경기도,용인시 수지구,2,15.38
201912,41,41465,6,카페/패스트푸드,경기도,용인시 수지구,1,100
201912,41,41465,7,카페/패스트푸드,경기도,용인시 수지구,1,50
201912,41,41465,7,한식,경기도,용인시 수지구,2,50
201912,41,41570,1,분식,경기도,김포시,1,100
201912,41,41570,2,분식,경기도,김포시,1,100
201912,41,41570,3,분식,경기도,김포시,1,100
201912,41,41570,4,분식,경기도,김포시,1,100
201912,41,41570,5,분식,경기도,김포시,1,100
201912,41,41590,1,분식,경기도,화성시,4,3.53
201912,41,41590,1,일식,경기도,화성시,5,2.9
201912,41,41590,1,중식,경기도,화성시,3,4.27
201912,41,41590,1,카페/패스트푸드,경기도,화성시,2,23.59
201912,41,41590,1,한식,경기도,화성시,1,65.53
201912,41,41590,2,분식,경기도,화성시,3,4.99
201912,41,41590,2,일식,경기도,화성시,5,2.87
201912,41,41590,2,중식,경기도,화성시,4,3.7
201912,41,41590,2,카페/패스트푸드,경기도,화성시,2,22.11
201912,41,41590,2,한식,경기도,화성시,1,66.1
201912,41,41590,3,분식,경기도,화성시,4,4.56
201912,41,41590,3,일식,경기도,화성시,5,2.68
201912,41,41590,3,중식,경기도,화성시,3,4.74
201912,41,41590,3,카페/패스트푸드,경기도,화성시,2,21.08
201912,41,41590,3,한식,경기도,화성시,1,66.58
201912,41,41590,4,분식,경기도,화성시,3,4.81
201912,41,41590,4,일식,경기도,화성시,5,3.1
201912,41,41590,4,중식,경기도,화성시,4,4.42
201912,41,41590,4,카페/패스트푸드,경기도,화성시,2,20.16
201912,41,41590,4,한식,경기도,화성시,1,67.2
201912,41,41590,5,분식,경기도,화성시,4,3.57
201912,41,41590,5,일식,경기도,화성시,5,2.88
201912,41,41590,5,중식,경기도,화성시,3,4.6
201912,41,41590,5,카페/패스트푸드,경기도,화성시,2,20.48
201912,41,41590,5,한식,경기도,화성시,1,68.27
201912,41,41590,6,분식,경기도,화성시,3,8.97
201912,41,41590,6,일식,경기도,화성시,5,7.46
201912,41,41590,6,중식,경기도,화성시,4,8.52
201912,41,41590,6,카페/패스트푸드,경기도,화성시,2,23.06
201912,41,41590,6,한식,경기도,화성시,1,51.02
201912,41,41590,7,분식,경기도,화성시,4,9.17
201912,41,41590,7,양식,경기도,화성시,5,1.67
201912,41,41590,7,중식,경기도,화성시,1,33.33
201912,41,41590,7,카페/패스트푸드,경기도,화성시,3,25
201912,41,41590,7,한식,경기도,화성시,2,30.83
201912,42,42130,5,양식,강원도,원주시,2,3.25
201912,42,42130,5,일식,강원도,원주시,3,3.25
201912,42,42130,5,중식,강원도,원주시,4,1.81
201912,42,42130,5,한식,강원도,원주시,1,91.7
201912,42,42150,1,양식,강원도,강릉시,5,0.18
201912,42,42150,1,일식,강원도,강릉시,4,1.17
201912,42,42150,1,중식,강원도,강릉시,3,2.95
201912,42,42150,1,카페/패스트푸드,강원도,강릉시,2,17.5
201912,42,42150,1,한식,강원도,강릉시,1,78.2
201912,42,42150,2,양식,강원도,강릉시,5,0.17
201912,42,42150,2,일식,강원도,강릉시,3,2.19
201912,42,42150,2,중식,강원도,강릉시,4,2.06
201912,42,42150,2,카페/패스트푸드,강원도,강릉시,2,14.89
201912,42,42150,2,한식,강원도,강릉시,1,80.69
201912,42,42150,3,양식,강원도,강릉시,5,0.12
201912,42,42150,3,일식,강원도,강릉시,4,1.59
201912,42,42150,3,중식,강원도,강릉시,3,3.17
201912,42,42150,3,카페/패스트푸드,강원도,강릉시,2,16.25
201912,42,42150,3,한식,강원도,강릉시,1,78.87
201912,42,42150,4,양식,강원도,강릉시,5,0.4
201912,42,42150,4,일식,강원도,강릉시,4,2.05
201912,42,42150,4,중식,강원도,강릉시,3,4.68
201912,42,42150,4,카페/패스트푸드,강원도,강릉시,2,16.08
201912,42,42150,4,한식,강원도,강릉시,1,76.8
201912,42,42150,5,양식,강원도,강릉시,5,0.09
201912,42,42150,5,일식,강원도,강릉시,4,1.97
201912,42,42150,5,중식,강원도,강릉시,3,3.17
201912,42,42150,5,카페/패스트푸드,강원도,강릉시,2,19.56
201912,42,42150,5,한식,강원도,강릉시,1,75.21
201912,42,42150,6,일식,강원도,강릉시,4,4.18
201912,42,42150,6,중식,강원도,강릉시,2,8.24
201912,42,42150,6,카페/패스트푸드,강원도,강릉시,3,4.67
201912,42,42150,6,한식,강원도,강릉시,1,82.9
201912,42,42150,7,양식,강원도,강릉시,5,0.33
201912,42,42150,7,일식,강원도,강릉시,4,4.68
201912,42,42150,7,중식,강원도,강릉시,2,9.48
201912,42,42150,7,카페/패스트푸드,강원도,강릉시,3,7.19
201912,42,42150,7,한식,강원도,강릉시,1,78.32
201912,43,43130,1,카페/패스트푸드,충청북도,충주시,2,43.49
201912,43,43130,1,한식,충청북도,충주시,1,56.51
201912,43,43130,2,중식,충청북도,충주시,3,10.5
201912,43,43130,2,카페/패스트푸드,충청북도,충주시,2,43.09
201912,43,43130,2,한식,충청북도,충주시,1,46.41
201912,43,43130,3,중식,충청북도,충주시,3,7
201912,43,43130,3,카페/패스트푸드,충청북도,충주시,1,49.33
201912,43,43130,3,한식,충청북도,충주시,2,43.67
201912,43,43130,4,중식,충청북도,충주시,3,4.03
201912,43,43130,4,카페/패스트푸드,충청북도,충주시,2,40.27
201912,43,43130,4,한식,충청북도,충주시,1,55.7
201912,43,43130,5,중식,충청북도,충주시,3,8.21
201912,43,43130,5,카페/패스트푸드,충청북도,충주시,2,36.57
201912,43,43130,5,한식,충청북도,충주시,1,55.22
201912,43,43130,6,중식,충청북도,충주시,3,2.52
201912,43,43130,6,카페/패스트푸드,충청북도,충주시,2,41.18
201912,43,43130,6,한식,충청북도,충주시,1,56.3
201912,43,43130,7,카페/패스트푸드,충청북도,충주시,1,83.33
201912,43,43130,7,한식,충청북도,충주시,2,16.67
201912,44,44133,1,분식,충청남도,천안시 서북구,5,1.51
201912,44,44133,1,중식,충청남도,천안시 서북구,4,3.63
201912,44,44133,1,카페/패스트푸드,충청남도,천안시 서북구,2,34.34
201912,44,44133,1,편의점,충청남도,천안시 서북구,3,9.83
201912,44,44133,1,한식,충청남도,천안시 서북구,1,49.7
201912,44,44133,2,분식,충청남도,천안시 서북구,5,2.13
201912,44,44133,2,중식,충청남도,천안시 서북구,4,3.74
201912,44,44133,2,카페/패스트푸드,충청남도,천안시 서북구,2,35.15
201912,44,44133,2,편의점,충청남도,천안시 서북구,3,8.85
201912,44,44133,2,한식,충청남도,천안시 서북구,1,49.28
201912,44,44133,3,분식,충청남도,천안시 서북구,5,2.24
201912,44,44133,3,중식,충청남도,천안시 서북구,4,2.95
201912,44,44133,3,카페/패스트푸드,충청남도,천안시 서북구,2,35.85
201912,44,44133,3,편의점,충청남도,천안시 서북구,3,8.73
201912,44,44133,3,한식,충청남도,천안시 서북구,1,49.76
201912,44,44133,4,분식,충청남도,천안시 서북구,5,2.24
201912,44,44133,4,중식,충청남도,천안시 서북구,4,5.44
201912,44,44133,4,카페/패스트푸드,충청남도,천안시 서북구,2,34.12
201912,44,44133,4,편의점,충청남도,천안시 서북구,3,8.53
201912,44,44133,4,한식,충청남도,천안시 서북구,1,49.15
201912,44,44133,5,분식,충청남도,천안시 서북구,5,1.68
